filename,label
original_Image_3553.jpg,ADONIS
aug_0_Image_3553.jpg,ADONIS
aug_1_Image_3553.jpg,ADONIS
aug_2_Image_3553.jpg,ADONIS
original_Image_5659.jpg,ADONIS
aug_0_Image_5659.jpg,ADONIS
aug_1_Image_5659.jpg,ADONIS
aug_2_Image_5659.jpg,ADONIS
original_Image_901.jpg,ADONIS
aug_0_Image_901.jpg,ADONIS
aug_1_Image_901.jpg,ADONIS
aug_2_Image_901.jpg,ADONIS
original_Image_3228.jpg,ADONIS
aug_0_Image_3228.jpg,ADONIS
aug_1_Image_3228.jpg,ADONIS
aug_2_Image_3228.jpg,ADONIS
original_Image_2.jpg,ADONIS
aug_0_Image_2.jpg,ADONIS
aug_1_Image_2.jpg,ADONIS
aug_2_Image_2.jpg,ADONIS
original_Image_624.jpg,ADONIS
aug_0_Image_624.jpg,ADONIS
aug_1_Image_624.jpg,ADONIS
aug_2_Image_624.jpg,ADONIS
original_Image_1772.jpg,ADONIS
aug_0_Image_1772.jpg,ADONIS
aug_1_Image_1772.jpg,ADONIS
aug_2_Image_1772.jpg,ADONIS
original_Image_2520.jpg,ADONIS
aug_0_Image_2520.jpg,ADONIS
aug_1_Image_2520.jpg,ADONIS
aug_2_Image_2520.jpg,ADONIS
original_Image_1907.jpg,ADONIS
aug_0_Image_1907.jpg,ADONIS
aug_1_Image_1907.jpg,ADONIS
aug_2_Image_1907.jpg,ADONIS
original_Image_4126.jpg,ADONIS
aug_0_Image_4126.jpg,ADONIS
aug_1_Image_4126.jpg,ADONIS
aug_2_Image_4126.jpg,ADONIS
original_Image_2132.jpg,ADONIS
aug_0_Image_2132.jpg,ADONIS
aug_1_Image_2132.jpg,ADONIS
aug_2_Image_2132.jpg,ADONIS
original_Image_2655.jpg,ADONIS
aug_0_Image_2655.jpg,ADONIS
aug_1_Image_2655.jpg,ADONIS
aug_2_Image_2655.jpg,ADONIS
original_Image_3200.jpg,ADONIS
aug_0_Image_3200.jpg,ADONIS
aug_1_Image_3200.jpg,ADONIS
aug_2_Image_3200.jpg,ADONIS
original_Image_4932.jpg,ADONIS
aug_0_Image_4932.jpg,ADONIS
aug_1_Image_4932.jpg,ADONIS
aug_2_Image_4932.jpg,ADONIS
original_Image_3740.jpg,ADONIS
aug_0_Image_3740.jpg,ADONIS
aug_1_Image_3740.jpg,ADONIS
aug_2_Image_3740.jpg,ADONIS
original_Image_3036.jpg,ADONIS
aug_0_Image_3036.jpg,ADONIS
aug_1_Image_3036.jpg,ADONIS
aug_2_Image_3036.jpg,ADONIS
original_Image_4790.jpg,ADONIS
aug_0_Image_4790.jpg,ADONIS
aug_1_Image_4790.jpg,ADONIS
aug_2_Image_4790.jpg,ADONIS
original_Image_2516.jpg,ADONIS
aug_0_Image_2516.jpg,ADONIS
aug_1_Image_2516.jpg,ADONIS
aug_2_Image_2516.jpg,ADONIS
original_Image_964.jpg,ADONIS
aug_0_Image_964.jpg,ADONIS
aug_1_Image_964.jpg,ADONIS
aug_2_Image_964.jpg,ADONIS
original_Image_79.jpg,ADONIS
aug_0_Image_79.jpg,ADONIS
aug_1_Image_79.jpg,ADONIS
aug_2_Image_79.jpg,ADONIS
original_Image_4531.jpg,ADONIS
aug_0_Image_4531.jpg,ADONIS
aug_1_Image_4531.jpg,ADONIS
aug_2_Image_4531.jpg,ADONIS
original_Image_3621.jpg,ADONIS
aug_0_Image_3621.jpg,ADONIS
aug_1_Image_3621.jpg,ADONIS
aug_2_Image_3621.jpg,ADONIS
original_Image_2255.jpg,ADONIS
aug_0_Image_2255.jpg,ADONIS
aug_1_Image_2255.jpg,ADONIS
aug_2_Image_2255.jpg,ADONIS
original_Image_5394.jpg,ADONIS
aug_0_Image_5394.jpg,ADONIS
aug_1_Image_5394.jpg,ADONIS
aug_2_Image_5394.jpg,ADONIS
original_Image_1927.jpg,ADONIS
aug_0_Image_1927.jpg,ADONIS
aug_1_Image_1927.jpg,ADONIS
aug_2_Image_1927.jpg,ADONIS
original_Image_3276.jpg,ADONIS
aug_0_Image_3276.jpg,ADONIS
aug_1_Image_3276.jpg,ADONIS
